condominio,iptu,area,qtd_quartos,qtd_vagas,qtd_banheiros,aluguel
200,350,45,2,1,1,1000
680,110,74,2,2,2,2600
255,550,44,2,1,1,800
1100,160,121,3,1,1,1600
200,550,60,2,2,2,3000
290,300,65,2,1,1,1050
247,550,70,2,1,2,3600
191,350,43,2,1,1,900
500,550,70,3,1,3,1600
300,160,40,1,1,1,900
247,550,46,2,1,1,900
200,350,41,2,1,1,850
578,550,112,2,1,3,1300
247,850,43,2,1,2,1200
260,850,60,3,1,2,800
180,850,60,2,1,1,710
290,850,60,2,1,2,850
400,850,130,3,1,3,1200
247,850,50,2,1,1,1109
260,204,45,2,1,1,580
280,850,43,2,1,1,800
500,850,90,3,2,3,900
260,850,50,1,1,1,890
500,850,60,3,1,3,1600
197,850,47,2,1,1,700
500,850,60,3,1,3,1700
1086,364,126,2,2,3,4650
490,850,56,2,1,2,900
89,850,47,2,1,1,1150
781,850,75,3,2,3,3000
330,850,47,2,1,1,700
260,850,70,3,1,2,900
1086,350,60,2,1,1,1000
1086,850,44,2,1,1,600
697,169,78,3,2,3,3300
328,850,65,3,2,2,2089
300,285,45,1,1,1,2000
256,300,55,2,1,2,1100
300,850,66,3,2,1,2650
300,850,38,1,1,1,1280
282,850,45,2,1,1,900
500,850,70,3,1,3,1600
799,850,63,2,1,2,2400
300,850,50,1,1,1,809
440,350,45,1,1,1,2200
300,350,41,2,1,1,1000
300,850,160,3,1,3,890
340,850,76,3,2,2,1100
1025,161,135,3,2,2,3500
300,850,54,2,1,2,700
150,850,70,2,1,2,800
300,850,60,2,1,2,900
550,350,220,4,2,3,2300
300,215,46,2,1,1,700
450,313,87,3,1,2,800
350,850,52,2,1,1,900
137,850,42,2,1,2,1059
589,127,56,2,1,2,3084
300,350,65,2,1,2,1000
250,850,60,2,1,1,500
300,850,77,4,2,2,2500
194,850,48,2,1,1,850
530,350,38,1,1,1,2500
300,850,43,1,1,1,900
847,521,113,3,3,3,4200
219,850,70,3,1,2,1200
300,350,42,2,1,1,650
300,94,47,2,1,2,1500
460,400,67,3,1,2,1280
300,850,54,2,1,2,700
900,240,91,3,2,3,3500
365,850,87,2,1,2,600
180,850,65,3,1,2,1005
300,850,50,2,1,2,800
580,656,68,3,2,1,2200
360,850,63,3,2,2,1049
826,1182,75,3,2,2,2400
850,350,114,3,1,3,1600
300,850,60,2,1,2,1050
1000,2200,128,4,2,3,2499
250,531,72,3,1,2,1100
260,300,53,2,1,2,1909
780,850,107,3,2,3,1700
300,850,50,2,1,1,850
300,850,43,1,1,1,2700
230,143,48,2,1,1,1000
180,850,43,2,1,1,650
1100,200,120,3,3,2,5500
478,350,50,1,1,1,2300
300,850,54,2,1,1,680
300,850,107,3,2,3,3900
252,350,44,2,1,1,800
100,300,50,2,1,1,570
500,850,60,3,1,3,1700
120,200,60,2,1,1,2009
500,850,60,3,1,3,1600
381,350,45,2,1,1,900
300,350,48,2,1,1,700
300,850,50,2,1,2,800
150,850,31,1,1,1,1800
675,850,80,2,1,2,2200
504,492,65,3,1,2,1600
137,300,47,2,1,1,800
620,2000,54,4,2,3,2300
300,850,42,2,1,1,1200
150,300,47,2,1,1,950
100,300,50,2,1,1,570
216,350,48,2,1,1,700
300,850,54,2,1,2,700
630,850,125,3,3,3,3000
300,850,47,2,1,3,1200
481,350,69,3,2,1,1500
700,883,117,2,1,3,1100
218,850,40,2,1,1,950
300,850,58,2,1,1,1900
717,107,73,3,2,2,2400
300,850,70,2,1,2,550
120,200,67,3,2,1,3200
575,517,70,2,1,2,3000
300,350,45,1,1,1,600
300,850,114,2,1,2,3600
207,850,42,2,1,1,800
600,850,78,2,1,1,6300
580,850,80,2,1,2,1000
100,850,50,2,1,1,1000
100,850,60,2,1,1,700
218,850,41,2,1,1,950
950,850,140,3,2,2,1200
300,850,95,3,2,2,6500
940,850,130,3,2,3,2300
290,200,65,3,1,1,900
300,249,55,3,1,1,800
450,350,66,3,2,2,1520
300,850,45,2,1,1,1509
400,850,70,3,1,3,1600
300,850,50,2,1,2,1909
100,300,50,2,1,1,800
230,143,48,2,1,1,1000
100,300,65,2,1,1,800
300,850,115,3,2,3,600
650,850,97,3,3,3,2500
962,165,111,3,2,3,4800
230,850,50,2,1,1,1000
208,850,42,2,1,1,709
250,285,62,2,1,1,1100
218,850,41,2,1,1,900
650,159,72,2,1,2,4500
600,850,48,2,1,1,1200
100,290,40,2,1,1,800
303,850,66,2,1,1,750
100,220,45,2,1,1,750
300,850,50,2,1,1,900
263,998,54,2,1,2,2600
250,327,65,2,1,2,700
952,850,72,2,1,2,1200
100,100,65,2,1,2,990
1000,300,120,3,3,3,3000
300,285,42,2,1,1,500
360,290,72,2,1,2,900
300,850,44,2,1,3,1200
708,850,60,2,2,2,2600
375,296,90,3,1,3,975
300,850,38,2,1,1,950
230,850,43,2,1,1,700
358,850,42,2,1,1,950
300,850,50,2,1,1,550
218,300,41,2,1,1,709
150,850,49,2,1,1,650
300,850,54,2,1,2,700
600,850,55,2,1,1,680
126,850,47,2,1,1,800
650,180,75,2,1,3,4500
100,300,45,2,1,1,700
300,850,47,2,1,3,1400
316,850,60,2,1,2,1100
715,290,53,2,1,1,2200
687,822,68,3,2,1,2200
600,850,45,2,1,1,800
120,850,64,2,1,2,1500
165,850,43,2,1,1,750
300,147,42,2,1,2,1300
431,850,65,3,1,3,1200
300,850,44,2,1,3,1200
1600,3500,145,3,1,3,4500
1100,1800,115,3,2,3,5900
790,984,35,1,1,1,1900
1040,850,56,2,1,2,1800
810,850,110,3,2,3,1700
600,850,54,2,1,2,1100
600,850,93,2,2,2,3400
774,850,77,2,1,2,1700
300,850,50,2,1,1,900
600,850,70,2,1,3,1600
300,850,55,2,1,2,800
100,290,50,1,1,1,900
428,850,45,2,1,1,800
120,200,72,2,1,1,900
370,289,75,2,1,1,1200
300,850,44,2,1,3,1100
290,850,80,2,1,1,1200
294,290,52,2,1,1,900
500,147,90,3,1,3,1600
940,850,70,2,2,2,2200
190,850,41,2,1,1,1009
300,850,60,2,2,2,2009
300,132,80,2,1,2,2000
250,850,50,2,1,1,800
300,110,142,3,2,3,2900
470,290,100,3,1,2,2600
150,850,49,2,1,1,700
360,285,68,3,1,2,1100
801,290,70,2,2,3,2400
421,850,70,3,2,2,2750
425,850,80,3,2,3,900
300,850,70,3,1,2,800
700,1076,80,3,1,3,2500
260,204,45,2,1,1,1200
300,152,44,2,1,2,1100
660,850,100,3,1,3,1200
930,850,117,3,2,3,3350
900,1042,90,2,2,3,2950
300,850,55,2,1,1,900
600,850,50,2,1,1,760
300,850,80,2,1,2,1200
300,850,40,2,1,1,950
358,136,70,3,2,2,3100
300,152,44,2,1,2,1100
300,850,47,2,1,3,1300
600,850,70,2,1,3,1600
300,850,50,2,1,2,1909
865,170,111,3,2,3,4500
450,850,65,3,2,1,1501
300,850,44,2,1,3,1300
300,152,44,2,1,2,1100
300,850,58,2,1,2,1200
400,850,70,2,1,3,1600
613,128,54,2,1,2,3300
400,850,60,3,1,3,1600
300,850,47,2,1,3,1300
300,850,50,2,1,1,750
273,290,44,1,1,1,2500
620,850,100,3,2,3,2300
1261,360,118,3,2,3,4800
637,850,73,3,2,2,2205
600,153,110,3,1,2,1300
500,850,112,3,1,3,1000
830,850,76,3,2,3,3000
300,850,47,2,1,3,1400
100,340,47,2,1,1,1200
70,850,55,2,1,1,650
285,314,70,2,1,2,1100
175,850,61,2,1,1,900
400,850,70,2,1,3,1500
730,850,120,3,1,2,1350
300,850,88,3,1,2,1000
274,850,50,2,1,1,900
100,300,50,1,1,1,589
300,850,99,2,2,3,2400
206,220,50,2,1,1,780
212,850,40,1,1,1,680
300,850,47,2,1,3,1400
300,850,44,2,1,3,1200
100,262,57,2,1,1,750
230,850,48,2,1,1,1100
300,850,46,2,1,1,1000
200,850,58,2,1,2,1000
399,850,61,3,1,2,1250
400,850,70,2,1,3,1500
100,200,50,2,1,1,800
290,200,65,3,1,1,900
180,850,40,2,1,1,1000
400,850,70,2,1,3,1500
560,850,91,3,2,3,2652
257,445,46,2,1,1,1250
218,850,41,2,1,1,850
252,850,44,2,1,1,748
267,850,46,2,1,1,700
400,290,50,2,1,1,1300
100,850,43,2,1,1,1200
150,850,70,2,1,3,1500
300,850,104,2,1,3,1100
150,260,46,2,1,2,900
1100,160,121,3,1,1,1600
150,850,45,2,1,1,4500
150,850,65,2,1,2,2009
150,290,30,1,1,1,850
300,850,67,2,1,2,900
150,850,35,2,1,1,600
273,290,58,2,1,2,850
300,850,50,2,1,1,900
380,850,85,3,2,2,900
300,850,62,3,1,3,1500
150,850,65,2,1,2,909
150,130,30,1,1,1,650
300,850,65,2,1,1,3000
380,850,50,3,1,1,1900
300,850,47,2,1,3,1300
400,263,45,1,1,1,800
380,850,65,2,1,2,3600
400,850,64,2,1,2,1500
273,191,60,2,1,1,800
273,850,44,2,1,3,1200
380,850,73,2,1,2,1600
380,550,124,2,1,2,3400
355,376,85,3,1,2,1000
273,290,44,1,1,1,2500
807,850,95,3,2,3,3200
430,850,42,2,1,2,1100
340,850,46,2,1,1,650
273,850,87,3,1,2,2800
735,850,55,2,1,2,3900
230,850,63,2,1,2,750
630,850,50,2,1,1,850
702,850,47,2,1,3,1200
430,850,65,3,2,1,1519
239,850,34,2,1,1,800
230,850,44,2,2,1,800
337,850,37,1,1,1,950
1342,850,61,2,1,1,6000
345,850,50,2,1,1,850
450,850,80,2,1,2,2100
345,850,323,3,3,2,3200
702,781,135,3,2,3,1800
630,290,66,2,1,2,2700
1342,850,55,2,1,1,2000
345,850,50,2,1,2,2600
200,850,45,2,1,1,780
818,850,75,3,2,3,2300
258,454,85,3,1,2,1100
450,313,87,3,1,2,700
1342,850,175,3,2,2,3500
300,850,47,2,1,3,1200
300,850,77,2,1,2,890
345,850,52,2,1,1,1200
300,850,47,2,1,3,1400
230,850,48,2,1,1,1000
450,313,87,3,1,2,700
350,1200,55,2,1,1,1200
556,850,65,3,1,3,1600
219,448,44,2,1,1,800
300,850,44,2,1,3,1200
556,850,47,2,1,3,1200
290,200,70,2,1,1,730
305,850,68,3,2,2,3200
300,850,44,2,1,3,1300
556,850,47,2,1,3,1300
660,850,75,3,2,3,1800
708,482,112,3,2,2,1590
90,149,45,2,1,1,900
556,850,55,2,1,2,2600
730,1152,117,2,1,1,2000
230,850,48,2,1,1,1100
300,850,47,2,1,3,1300
218,300,42,2,1,1,800
590,850,75,2,1,2,5000
556,850,120,2,1,2,800
590,850,40,2,1,2,1160
200,290,39,2,1,2,950
1800,592,170,3,3,3,5000
201,850,42,2,1,1,1200
590,850,107,3,1,2,2500
556,850,56,2,1,1,850
250,206,45,2,1,1,1200
556,850,113,3,2,2,3500
286,850,75,2,1,1,910
218,300,40,2,1,1,800
800,556,118,3,1,3,2000
556,850,44,2,1,1,1000
230,850,68,2,1,1,1000
556,850,66,2,1,2,890
600,850,67,2,2,2,2200
773,850,58,2,1,2,4200
120,177,52,2,1,1,700
590,850,60,1,1,1,700
556,850,45,3,1,1,610
120,850,47,2,1,3,1200
120,850,60,2,1,2,850
290,850,60,2,1,2,850
210,850,40,2,1,1,800
230,850,48,2,1,1,1000
200,850,60,2,1,1,750
190,850,64,3,1,2,850
590,285,51,2,1,1,720
232,850,43,2,1,1,1000
900,1250,253,4,3,2,1800
100,300,50,1,1,1,700
180,850,40,2,1,1,950
120,850,44,2,1,3,1300
250,850,55,2,1,1,900
120,850,55,2,1,1,950
937,114,61,3,2,2,1800
850,850,70,2,1,2,1700
950,1466,113,3,2,3,2850
634,850,116,3,2,2,1300
900,850,91,3,2,3,1700
218,850,50,2,1,2,600
169,290,44,2,1,1,700
218,850,43,2,1,1,950
218,850,65,2,1,2,880
218,850,55,2,1,3,850
736,178,69,2,1,2,2700
218,290,50,2,1,1,1200
218,850,44,2,1,3,1200
210,850,45,2,1,1,890
90,285,50,2,1,1,900
1400,290,40,1,1,1,1600
120,200,130,4,3,3,1200
770,290,60,2,1,2,2250
710,850,100,3,1,3,1000
250,850,44,2,1,1,680
270,850,42,2,1,1,700
190,290,40,2,1,1,600
554,850,80,1,1,2,1000
590,850,56,2,1,2,900
590,850,80,3,1,2,750
590,850,47,2,1,1,700
150,181,49,2,1,1,700
230,850,48,2,1,1,950
590,850,80,2,1,3,2000
120,277,55,2,1,1,700
590,850,72,2,1,2,800
267,300,42,2,1,1,800
590,850,114,3,3,3,1450
145,290,51,2,1,1,750
230,850,48,2,1,1,1000
700,850,100,3,1,3,1200
189,600,47,2,1,1,1000
700,850,60,2,1,1,1100
189,850,66,2,1,2,940
145,290,51,2,1,1,750
217,290,44,2,1,1,700
295,989,107,2,1,2,1000
295,850,54,1,1,2,700
217,850,50,2,1,1,1200
590,850,60,2,1,3,1500
450,300,37,1,1,1,2400
217,850,150,3,2,3,4200
297,850,74,1,1,1,950
217,850,44,2,1,1,1000
720,300,82,3,2,1,1500
590,850,44,2,1,3,1300
732,850,56,3,2,3,2300
590,850,40,2,1,1,1409
295,850,40,2,1,1,806
290,336,50,1,1,1,650
732,100,45,2,1,1,650
200,285,60,2,1,1,900
260,850,53,2,1,1,640
100,850,60,2,1,3,1200
590,850,47,1,1,1,900
170,850,54,2,1,1,1200
344,850,45,2,1,1,1000
779,850,58,2,1,2,4200
359,1496,70,3,2,2,3000
590,850,50,1,1,1,600
590,850,47,2,1,3,1100
865,485,114,3,3,1,4250
590,850,55,2,1,1,600
405,850,62,2,1,1,1000
750,850,96,2,1,2,1600
120,277,55,2,1,1,600
687,850,60,3,2,2,2100
590,850,45,1,1,1,1100
390,850,80,3,1,2,750
590,220,46,2,1,1,900
600,850,70,1,2,3,1700
590,850,50,1,1,1,809
230,850,48,2,1,1,950
290,199,45,2,1,1,1200
590,285,120,2,1,1,1500
784,850,129,3,1,3,1000
260,156,39,2,1,1,600
230,850,48,2,1,1,950
890,850,76,3,1,3,1800
329,850,57,2,1,1,1100
85,220,40,2,1,1,700
590,850,77,2,2,3,2800
590,850,56,2,1,2,900
590,850,104,3,1,3,3900
590,850,73,3,2,2,1900
590,198,37,1,1,1,750
218,850,40,2,1,1,950
187,850,42,2,1,1,900
100,107,58,2,1,1,1200
137,850,46,2,1,2,1200
590,850,60,2,1,2,969
100,850,58,2,1,1,1200
100,200,65,2,1,2,940
806,156,90,3,2,2,2500
801,272,66,2,1,2,3800
300,850,68,2,1,2,3950
600,290,55,2,1,2,3400
220,850,73,3,2,2,1900
290,850,75,2,1,1,800
450,850,65,3,2,1,1519
814,1089,104,3,2,3,1200
220,850,52,2,1,1,3000
800,112,60,2,1,2,3400
220,850,53,2,1,2,700
730,850,110,3,2,3,1500
220,850,66,2,1,2,890
230,850,48,2,1,1,1200
640,850,125,4,1,2,1400
220,850,66,2,1,2,940
220,850,69,2,1,2,3200
750,850,118,3,1,3,2100
900,850,56,2,1,2,4000
184,850,42,2,1,2,1100
220,850,46,2,1,2,1200
230,850,68,2,1,1,1200
290,850,45,3,1,1,609
220,290,50,2,1,1,1200
680,850,95,3,1,3,1300
629,549,111,4,1,3,1200
220,850,50,2,1,1,1509
800,73,58,2,1,2,2000
220,850,40,2,1,1,1309
220,850,85,2,1,3,600
220,850,47,1,1,1,900
120,850,70,2,1,1,800
971,850,84,3,1,2,2000
825,95,118,3,2,1,1500
220,850,44,2,1,3,1100
750,73,70,2,1,1,1700
588,95,145,3,1,2,1380
220,850,65,2,1,1,1000
450,850,65,3,1,2,700
600,290,65,2,1,1,2350
220,850,76,3,2,3,3500
350,850,70,3,2,3,2000
470,290,60,3,1,1,1400
220,850,45,2,1,2,610
664,459,75,3,1,2,1200
220,850,60,2,1,2,890
218,300,41,2,1,1,750
900,900,72,3,2,2,1600
1100,180,115,3,2,3,6500
820,502,116,3,2,3,1000
220,850,82,2,1,2,3000
604,850,72,3,1,2,1800
260,850,54,2,1,2,1969
130,850,40,1,1,1,900
220,118,48,2,1,1,700
220,850,47,2,1,3,1100
880,850,118,3,1,3,1200
660,136,62,1,1,1,2650
220,850,45,2,1,1,680
130,300,55,2,1,1,800
220,374,80,2,1,1,800
310,850,44,2,1,1,750
350,850,45,2,1,1,1200
350,200,44,2,1,1,650
220,850,65,2,1,1,850
389,319,80,3,1,2,1000
729,850,55,2,1,2,3900
320,850,48,2,1,1,1000
90,290,55,2,1,1,900
200,850,40,1,1,1,890
100,290,39,2,1,1,650
700,290,65,3,2,2,1100
220,850,50,2,1,1,1200
850,783,140,3,2,3,1200
588,850,80,3,1,3,1150
850,290,70,2,1,2,2100
280,850,45,2,1,1,700
150,179,50,1,1,1,650
329,850,57,2,1,1,1100
220,850,50,2,1,1,1600
1000,850,75,3,1,3,1100
220,850,50,2,1,1,650
350,439,42,2,1,1,1000
220,231,90,2,1,2,850
850,850,115,3,2,3,1400
298,850,54,2,1,1,1000
200,850,45,2,1,1,800
220,850,60,2,1,1,800
620,850,100,3,2,3,2300
220,290,50,2,1,1,609
100,95,35,2,1,1,650
220,850,60,2,1,2,1280
350,850,65,2,1,2,2009
335,290,61,2,1,2,1600
220,850,45,2,1,1,1080
220,850,50,2,1,1,700
90,285,53,2,1,1,900
260,850,52,2,1,1,950
358,850,83,3,1,2,750
240,850,49,2,1,1,700
220,850,43,1,1,1,2700
380,900,68,3,2,2,2700
360,225,50,2,1,1,1000
220,850,73,3,2,2,1900
220,850,50,2,1,1,1109
220,850,55,2,1,1,900
800,850,90,3,1,3,900
220,850,62,2,1,1,1200
208,850,41,2,1,1,709
150,290,40,2,1,1,1200
577,128,90,2,1,1,4000
218,850,44,2,1,1,950
220,850,48,2,1,1,900
190,850,45,1,1,1,1200
120,850,70,2,1,1,700
245,300,42,2,1,1,1200
350,850,60,3,1,3,1600
220,850,55,3,1,2,700
220,850,60,2,1,2,890
375,850,95,3,1,2,1500
900,850,132,3,1,3,2000
352,290,60,2,1,1,1200
355,385,80,3,1,2,900
120,850,70,2,1,2,800
284,850,65,2,1,2,650
371,850,64,3,1,1,900
220,850,34,1,1,1,675
100,290,47,2,1,1,600
218,850,43,2,1,1,1000
220,850,40,2,1,1,600
220,850,46,1,1,1,3150
420,290,57,2,1,1,1750
917,850,119,3,2,3,2100
268,850,41,2,1,1,1100
220,850,38,2,1,1,700
260,204,45,2,1,1,1200
184,850,47,2,1,2,1200
220,850,65,2,1,1,850
250,850,54,2,1,2,2700
285,316,70,2,1,1,1100
700,290,90,2,1,3,2000
220,3700,100,2,2,2,4000
333,284,70,2,1,1,800
1200,107,95,4,1,3,1450
846,850,79,2,1,2,3000
220,850,28,1,1,1,1200
890,94,45,1,1,1,1950
1117,850,88,2,1,1,1000
260,302,44,1,1,1,700
170,850,56,2,1,1,1000
220,850,70,3,1,3,2000
145,290,51,2,1,1,650
199,850,44,2,1,1,850
450,285,110,3,1,3,1200
100,100,35,2,1,1,700
842,290,72,2,2,2,2500
350,850,62,2,2,2,2200
120,200,66,2,1,1,4000
220,850,56,2,2,2,1900
350,850,48,2,1,3,1200
220,850,47,2,1,1,1280
500,850,100,3,1,3,1200
250,850,56,3,1,1,1200
220,285,50,2,1,1,1200
350,850,55,2,1,1,810
350,850,47,2,1,1,800
120,200,50,2,1,1,959
220,850,80,2,1,2,3500
618,850,56,2,1,2,3200
490,369,67,2,2,1,1100
350,850,50,2,1,1,900
350,318,45,2,1,1,700
350,850,142,3,3,3,4500
350,850,39,2,1,1,1309
224,850,52,2,1,1,600
945,143,130,3,2,3,3500
315,223,70,2,1,1,1000
220,850,60,2,1,2,3200
199,522,40,2,1,1,850
520,420,90,3,1,2,800
350,850,70,2,1,1,750
220,121,40,1,1,1,1200
781,850,87,3,1,3,2800
220,850,119,3,3,2,2400
220,850,90,3,2,3,750
1160,850,140,2,2,3,1500
330,850,111,3,1,3,1000
190,850,53,1,1,1,600
220,850,75,2,2,2,3500
350,850,60,3,1,3,1700
900,240,91,3,2,3,3500
350,850,50,2,1,1,750
1086,850,126,2,2,3,4650
295,850,44,2,1,1,800
636,290,137,3,1,3,1200
350,850,50,2,1,1,890
980,1792,135,3,3,1,2500
220,850,70,3,1,3,2000
220,850,50,1,1,1,1200
208,850,41,2,1,1,750
220,850,69,3,2,2,3200
350,850,60,3,1,3,1700
218,850,43,2,1,1,1000
220,285,35,1,1,1,1200
350,220,50,1,1,1,650
700,850,94,3,2,3,4000
220,284,60,2,1,1,1200
812,850,75,3,2,2,2800
350,850,60,3,1,3,1700
90,850,52,2,1,1,750
145,290,51,2,1,1,650
200,850,59,2,1,2,950
220,850,107,3,1,2,890
400,285,66,3,1,1,1190
290,850,50,2,1,1,600
350,850,60,3,1,3,1700
220,290,50,1,1,1,1200
220,850,60,2,1,1,950
220,850,60,2,1,1,800
220,850,60,2,1,1,650
380,900,68,3,2,2,2700
350,850,48,2,1,1,650
920,850,87,3,2,3,3300
200,850,60,3,1,2,850
135,850,31,1,1,1,1800
680,850,63,2,1,2,2700
220,300,60,2,1,1,900
220,850,65,2,1,1,700
1234,213,140,3,2,2,2200
350,850,130,3,1,2,1500
750,850,119,2,2,3,3200
220,850,50,2,1,2,1709
764,126,60,2,1,2,2700
220,850,45,2,1,1,750
220,220,50,1,1,1,740
220,850,300,3,3,3,2900
600,95,35,2,1,1,650
220,850,45,2,1,1,1080
350,850,40,2,1,1,1200
290,199,45,2,1,1,1200
220,422,300,4,2,3,3000
220,850,70,2,1,1,850
140,850,45,2,1,1,1000
200,850,44,2,1,1,650
600,125,54,1,1,1,780
600,290,110,3,1,2,2505
600,850,125,4,1,3,1600
359,1496,71,3,2,2,3000
481,850,45,1,1,1,2100
100,220,51,2,1,1,900
2020,432,180,3,3,2,3700
389,850,37,2,1,1,900
220,850,53,2,1,2,700
690,850,116,3,1,3,1100
588,850,58,1,1,1,3000
790,850,98,3,2,3,2200
739,134,74,2,2,2,3300
774,850,70,2,1,3,1700
220,850,60,1,1,1,750
220,850,43,2,1,1,766
222,850,48,2,1,1,700
350,850,70,2,1,2,6000
350,850,88,2,1,2,850
292,187,44,2,1,1,700
675,107,80,2,1,2,2000
220,850,75,2,1,2,990
350,850,108,3,1,2,2500
255,850,60,2,1,1,760
350,850,50,2,1,1,850
100,300,40,1,1,1,700
340,850,44,2,1,1,1000
220,850,65,2,1,1,3600
256,416,48,2,1,1,1500
220,850,148,3,4,2,2450
350,243,51,2,1,1,700
267,850,41,2,1,1,900
290,850,65,2,1,1,900
1500,5450,208,4,3,2,5000
220,850,90,2,1,1,1000
220,850,65,2,1,1,700
350,850,45,2,1,1,1200
350,850,55,2,1,1,720
220,850,70,2,1,3,1600
600,1700,56,2,1,2,3750
220,850,38,2,1,2,900
100,290,50,2,1,1,640
353,850,43,2,1,1,1200
120,850,65,2,1,1,780
371,850,48,3,1,1,800
220,850,63,2,1,2,2700
1086,850,126,2,2,3,4650
220,850,56,2,1,1,570
220,490,40,1,1,1,1200
350,490,50,2,1,1,780
100,490,50,2,1,1,650
350,490,70,2,1,3,1000
230,490,48,1,1,1,1200
512,490,116,4,1,3,850
814,1089,104,3,2,3,1200
850,290,83,2,1,2,1800
220,290,70,2,1,1,750
355,290,60,3,1,1,750
690,350,65,3,1,2,1800
200,490,60,2,1,1,950
218,490,70,2,1,1,950
200,490,56,1,1,2,800
612,1326,56,1,1,1,3500
255,490,42,2,1,1,1150
185,490,44,2,1,1,800
220,209,50,1,1,1,1200
599,350,51,1,1,1,2400
220,490,50,2,1,1,1109
586,191,60,2,1,2,6000
220,490,120,3,1,1,2100
218,490,41,2,1,1,709
350,490,50,1,1,1,2100
220,285,63,3,1,1,1300
220,220,34,2,1,1,900
300,490,40,1,1,1,1000
130,490,40,1,1,1,1200
220,490,48,2,1,1,650
220,490,112,3,1,2,850
220,490,90,3,1,2,6500
409,490,48,2,1,1,1200
120,490,65,2,1,1,780
220,166,35,2,1,1,700
220,490,70,2,1,1,600
500,320,72,3,2,2,3100
295,490,44,2,1,1,900
220,490,70,2,1,2,3000
2400,160,170,3,3,3,4000
220,490,60,2,1,1,700
220,490,106,3,1,2,3850
220,490,56,2,1,2,800
100,350,50,2,1,1,800
300,285,46,2,1,1,2500
350,490,46,2,1,1,1100
800,490,107,3,2,3,1750
260,490,50,2,1,1,740
350,490,60,2,1,2,1200
220,300,50,1,1,1,700
310,490,115,3,1,2,1100
250,289,78,2,1,1,1100
661,199,129,5,1,3,3540
286,490,75,2,1,1,910
250,350,88,3,1,2,1200
690,535,78,1,1,1,1000
550,490,38,1,1,1,2300
290,198,70,2,1,1,650
350,490,56,2,1,2,850
220,300,55,2,1,1,750
260,490,54,2,1,1,2600
220,490,40,2,1,1,900
700,490,55,2,1,2,3400
588,400,118,3,1,2,1200
220,490,47,2,1,1,800
263,998,54,2,1,2,2600
220,285,66,3,1,1,1190
220,680,57,2,1,2,1200
610,198,64,2,1,2,4000
979,215,137,3,3,2,3000
220,490,110,3,1,3,809
220,490,56,2,1,2,950
220,490,90,3,1,1,1600
1100,100,135,3,2,3,4500
220,490,50,1,1,1,1200
215,473,44,2,1,1,800
220,490,44,1,1,2,750
220,490,70,3,1,3,2000
220,166,50,1,1,2,700
220,490,123,3,1,3,1800
310,490,46,2,1,1,830
370,490,83,3,1,1,600
370,490,85,3,1,1,600
220,326,58,2,1,1,1100
520,490,77,3,1,2,2600
600,490,107,3,2,2,3900
763,179,111,3,2,3,4200
220,490,70,2,1,2,3800
780,130,90,3,1,2,1750
220,490,70,3,1,3,2000
1475,175,140,3,2,3,3300
220,490,150,3,2,3,4500
1211,182,129,3,2,3,2900
354,490,54,1,1,1,900
950,400,83,3,1,3,1200
350,490,80,2,1,2,2000
103,490,33,1,1,1,750
1600,3500,145,3,1,3,4500
550,490,38,1,1,1,2300
784,490,129,3,1,3,1000
350,490,142,3,2,3,800
220,490,87,3,1,1,1400
350,490,80,2,1,2,2000
350,490,40,2,1,1,909
350,490,70,3,1,3,2000
220,490,70,2,1,1,800
150,490,38,1,1,1,980
220,490,45,2,1,1,650
1008,400,114,3,2,3,1500
350,490,80,2,1,2,2000
354,490,54,1,1,1,900
220,490,43,1,1,1,3200
920,400,50,1,1,1,1600
350,490,78,2,1,1,5900
350,490,80,2,1,2,2000
260,212,88,2,1,2,1200
530,137,74,2,1,1,950
220,490,44,2,1,1,600
300,490,126,3,1,3,2500
220,490,105,4,2,3,900
220,490,100,3,1,1,950
350,490,70,3,1,3,2000
350,490,45,2,1,1,850
2500,2638,291,3,3,3,3200
490,490,67,3,1,1,1300
220,490,67,2,1,2,890
220,225,69,2,1,1,800
680,817,128,3,2,1,1800
430,326,83,2,1,3,1300
220,490,56,2,1,2,800
350,490,47,1,1,1,930
220,490,70,3,1,3,2000
400,490,50,1,1,1,1200
220,490,56,2,1,2,2450
410,1205,90,3,1,1,1300
220,490,115,3,2,3,700
220,490,56,2,1,2,1380
200,490,25,1,1,1,700
220,490,50,1,1,1,900
220,73,60,2,1,2,890
290,129,55,2,1,1,700
180,240,41,1,1,1,1100
220,73,60,2,1,2,890
220,490,73,2,1,1,1900
370,490,83,2,1,1,600
350,490,45,2,1,1,800
220,490,70,3,1,3,2000
1480,332,104,3,2,3,4700
800,490,84,3,2,3,1700
350,490,45,1,1,1,890
790,184,120,3,1,3,1300
220,490,243,3,2,2,3000
220,490,58,2,1,1,1900
290,162,33,1,1,1,800
220,490,50,1,1,1,1200
220,490,56,2,1,2,940
220,490,56,2,1,2,980
220,490,56,2,1,2,890
220,490,56,2,1,2,900
715,118,118,3,2,3,3800
220,490,70,2,1,1,700
290,490,33,1,1,1,650
220,490,50,2,1,2,1500
350,490,70,3,1,3,2000
220,490,45,2,1,1,700
350,490,45,1,1,1,900
134,400,30,1,1,1,2000
710,490,88,4,2,3,2500
220,490,50,3,1,1,1000
350,490,30,1,1,2,2000
220,490,65,2,1,2,2500
485,375,90,3,1,3,1050
350,490,100,3,1,2,1250
