condominio,iptu,area,qtd_quartos,qtd_vagas,qtd_banheiros,aluguel
230,550,60,3,1,2,1300
430,150,76,3,1,2,700
813,892,74,2,2,3,2600
670,2319,80,3,2,3,2500
364,469,48,2,2,2,1200
100,100,65,2,2,2,780
180,550,60,3,1,2,950
290,200,65,3,1,1,900
230,550,48,2,1,1,1100
491,550,132,3,1,3,2100
256,550,48,2,1,1,660
250,550,100,3,1,3,1100
340,550,62,3,2,2,1700
250,550,55,2,1,1,1100
300,150,46,2,1,2,1150
460,550,72,3,1,1,1400
564,150,52,2,1,2,3000
817,192,120,3,1,3,1800
520,434,102,3,1,2,1000
280,303,48,2,1,2,800
575,285,70,2,1,2,3200
1200,450,170,3,2,3,5500
460,550,52,2,1,2,900
250,550,45,1,1,2,1200
502,550,65,3,2,2,1650
511,550,64,3,2,3,1800
1150,177,158,3,3,3,3000
310,550,89,2,1,1,1100
491,116,80,3,2,3,2000
460,95,68,2,2,2,3080
811,550,107,3,2,3,1800
350,550,49,2,1,2,900
810,150,56,2,1,2,2300
350,220,70,2,2,2,3200
390,550,61,3,1,2,1310
529,73,55,2,1,2,2600
505,320,72,3,2,2,3100
180,550,43,2,1,1,650
330,550,51,2,1,2,1250
230,550,58,2,1,2,2300
135,550,30,1,1,1,1950
190,550,58,2,1,2,850
570,550,60,2,2,2,2600
250,190,50,2,1,1,1350
390,550,63,3,1,2,1310
341,300,60,3,1,2,990
655,550,78,3,2,3,1600
690,829,65,3,1,2,1800
460,550,64,3,2,2,2350
575,150,65,2,1,2,1800
350,285,45,2,1,1,700
280,550,57,3,1,2,1000
360,550,70,3,1,3,1200
460,550,66,2,1,2,800
187,550,42,2,1,1,900
910,255,90,3,2,3,2800
545,150,56,2,1,2,2000
460,550,82,2,1,2,940
300,550,43,2,2,2,890
350,147,54,2,1,1,900
499,2280,70,3,2,2,2900
394,150,73,2,2,2,2500
200,450,70,3,1,2,1000
780,740,70,3,2,2,2400
740,134,74,2,2,2,3300
468,828,60,3,2,2,1600
600,150,65,2,2,2,1514
250,900,50,3,1,2,750
440,900,49,2,1,2,950
440,900,58,2,1,2,1200
763,179,111,3,2,3,4200
651,900,53,2,1,3,950
350,900,110,3,2,3,700
471,564,63,3,2,2,1600
320,150,62,3,2,2,1700
200,900,48,3,1,2,1000
250,220,48,2,1,1,700
669,150,69,3,2,2,2300
440,900,55,2,1,2,1090
408,150,57,2,1,1,1400
250,900,74,2,2,1,750
350,150,60,2,1,2,1400
190,190,54,2,2,2,2500
430,900,65,3,2,2,1539
607,900,70,2,2,2,1700
282,190,45,2,1,1,1100
737,150,73,3,2,3,2205
848,165,65,2,1,2,2750
70,900,75,2,1,1,730
320,900,68,3,1,2,1000
530,156,78,2,2,1,3300
230,900,63,3,2,2,910
695,2346,120,3,2,3,3165
732,900,78,2,2,3,2100
656,900,58,2,1,1,1509
763,179,111,3,2,3,4200
1060,160,130,3,2,3,2500
994,150,70,3,2,3,2395
560,137,70,2,2,3,2800
448,900,63,3,2,2,809
250,368,58,2,1,1,950
750,900,65,3,2,1,2300
448,220,40,2,1,1,900
500,504,100,3,1,2,1300
650,900,63,2,1,2,2250
850,200,75,3,2,3,3351
1150,177,160,4,3,2,3000
218,900,52,2,1,2,1250
803,900,77,2,1,3,2500
263,998,54,2,1,2,2600
230,900,50,2,1,2,2600
550,275,63,3,1,2,1100
600,900,66,2,1,2,2600
220,900,50,2,1,1,1000
550,900,64,3,1,3,1100
260,1080,54,2,1,2,2605
540,140,73,3,2,2,2516
500,150,84,3,1,2,1400
120,320,40,2,1,1,850
360,900,72,3,1,2,1309
220,900,70,3,1,2,1100
230,900,60,2,2,1,1300
448,400,65,2,1,2,2600
200,900,40,2,1,2,890
230,900,81,2,2,2,1700
900,900,119,3,2,3,4200
320,900,53,2,1,3,650
327,900,75,3,1,1,1327
230,900,87,3,2,3,1400
600,900,70,2,2,3,1700
270,190,45,2,1,1,900
750,200,75,3,2,3,2300
350,150,48,2,1,1,1300
448,900,43,1,1,1,2700
230,900,32,1,1,1,950
448,900,126,2,2,3,4650
846,900,79,2,1,2,3000
230,900,68,3,1,2,1300
678,150,70,2,1,2,1700
250,900,52,2,1,2,750
471,609,64,3,2,2,1600
250,150,70,3,1,2,1100
600,150,62,2,1,2,2200
150,293,57,2,1,2,1300
360,900,77,3,2,2,1300
254,450,55,2,1,1,1000
630,1135,94,3,2,3,1700
520,150,93,3,2,3,1500
434,900,55,3,1,2,1400
842,150,72,2,2,2,2500
600,900,120,3,2,3,1100
230,900,63,2,1,2,3000
1079,2156,141,4,3,2,3950
710,100,70,2,2,2,2600
1186,1448,112,3,2,3,3500
278,900,48,2,1,1,1500
300,900,57,3,1,2,1100
550,900,82,2,1,1,1550
300,290,71,3,1,2,1200
320,150,54,3,2,2,1400
600,137,80,3,2,3,2600
471,150,65,2,2,2,2000
360,600,62,3,1,2,1100
763,179,111,3,2,3,4200
600,900,72,2,1,2,2600
510,900,115,3,1,3,1750
267,150,62,2,1,2,800
448,900,60,3,1,2,850
230,900,60,2,2,3,2300
320,900,48,2,1,2,1300
1000,150,130,3,2,3,3500
230,900,91,3,3,2,2600
600,190,70,2,1,3,3400
448,900,65,2,1,2,2009
332,150,63,3,2,2,989
530,150,70,3,1,3,900
250,285,50,2,1,1,1300
650,100,85,3,2,3,2500
1000,312,65,2,1,2,4000
448,110,50,2,1,1,890
448,900,50,2,1,2,1709
200,100,50,2,1,1,1250
550,900,65,2,1,2,1700
150,900,46,2,1,1,900
669,150,70,3,1,2,2300
355,900,50,2,1,1,1700
400,900,70,3,1,2,900
230,900,65,4,2,3,1200
164,900,50,2,1,1,650
580,900,65,3,1,2,1020
480,900,37,1,1,1,2400
379,150,53,2,1,2,2500
429,150,62,3,2,2,1700
220,900,49,2,1,2,1000
369,190,65,2,1,1,700
520,150,70,2,2,2,2300
448,900,160,3,2,3,850
548,900,61,2,1,2,2000
475,443,59,2,1,2,1200
203,900,40,2,1,1,950
611,135,81,2,2,3,2600
255,900,48,2,1,1,900
317,150,62,2,1,1,800
448,900,62,3,1,1,1600
491,900,89,3,1,2,1280
180,510,100,3,1,2,1200
448,900,56,2,1,2,890
448,205,39,1,1,1,900
650,900,81,2,1,3,1000
594,671,68,2,2,2,2360
790,927,74,2,1,2,2500
100,190,50,2,2,1,1200
460,103,52,2,1,2,2500
473,150,55,2,2,2,1705
300,850,46,2,1,1,2500
565,127,87,3,2,2,2800
200,900,55,2,2,2,700
230,900,108,2,2,2,2000
180,365,120,3,1,2,900
547,900,106,3,2,3,3300
440,900,52,2,1,2,1100
610,900,64,3,1,3,1100
639,900,50,2,1,2,1709
230,900,70,2,1,2,3600
505,900,72,3,2,2,3000
650,150,65,2,2,1,2000
805,900,70,2,2,3,2500
639,177,68,3,2,2,2700
639,900,40,2,1,1,1409
639,900,48,2,1,1,850
230,900,80,3,1,2,750
391,108,62,3,2,2,1400
208,900,80,2,1,1,700
639,900,74,2,2,1,4900
256,900,48,2,1,1,660
230,143,48,2,1,1,1000
218,900,40,2,1,1,950
350,900,60,2,2,1,1300
312,900,60,3,1,2,1405
446,190,45,2,1,2,1000
350,900,71,3,2,2,3000
230,900,50,2,1,1,1800
631,200,68,2,2,3,1550
471,110,65,3,2,2,1800
415,200,55,2,1,2,2250
363,945,72,3,2,2,2600
1150,345,136,3,2,3,5000
639,900,85,3,2,3,900
230,900,90,3,1,2,1500
400,900,100,3,1,2,1300
300,900,75,3,1,2,1200
500,900,80,3,1,2,700
390,900,65,3,1,2,1600
280,463,48,2,1,1,1200
230,900,83,2,1,2,940
250,250,52,2,1,2,850
320,342,48,3,1,2,1000
634,200,70,3,2,2,2100
785,250,68,2,2,2,2600
230,900,60,2,1,1,1009
760,200,60,2,1,2,1300
639,321,56,2,1,2,1300
290,200,50,2,1,1,1100
400,900,90,3,2,3,2300
100,100,65,2,2,2,800
656,285,60,2,1,2,1409
400,900,78,3,2,2,600
250,900,55,2,1,1,1100
200,900,65,3,1,2,1005
370,900,44,2,1,1,1400
230,900,83,2,1,2,940
800,900,84,3,2,3,2800
180,900,60,3,1,2,950
547,900,106,3,2,3,3300
650,120,45,3,1,2,1700
602,900,59,2,2,2,2500
391,858,64,3,1,2,1500
230,900,70,1,1,2,580
130,900,56,2,1,2,655
380,900,55,2,2,2,649
335,200,61,2,1,2,1600
472,619,65,3,2,2,1600
660,856,92,3,1,3,1400
230,900,60,3,2,1,1100
598,699,61,2,1,2,2280
320,900,48,2,1,1,850
612,1357,66,2,1,2,3600
610,900,60,2,2,2,1600
218,900,41,2,1,1,950
639,900,48,2,1,1,850
400,200,60,2,1,1,750
639,400,75,2,1,2,2800
1000,100,65,2,1,2,3000
400,200,65,3,1,3,1600
280,900,56,2,1,1,950
224,900,61,2,1,1,750
650,900,63,1,1,2,1800
608,900,59,2,2,3,2400
400,900,70,2,1,2,800
490,900,72,3,2,2,2800
400,900,55,2,1,2,700
560,900,95,3,1,2,1200
264,200,55,2,2,2,2700
400,900,55,2,1,2,3200
300,900,52,2,2,1,1500
820,1195,101,3,1,2,1300
655,143,68,2,2,2,3500
386,900,48,2,1,1,1500
350,900,55,2,1,1,1850
556,200,53,1,1,1,1800
639,200,57,2,1,2,890
300,200,62,2,1,2,950
588,1104,87,3,2,2,2600
290,900,43,2,2,2,1000
333,900,50,2,1,2,905
230,900,47,2,1,1,1000
310,200,49,2,1,2,1600
407,900,58,2,1,2,1300
500,900,100,3,1,2,1700
490,900,80,3,2,2,2010
490,900,62,3,1,2,1100
180,190,50,2,1,1,1609
230,900,48,2,1,1,900
400,100,50,2,1,1,750
580,900,66,3,2,2,1700
455,900,57,2,2,2,2100
400,900,60,3,1,2,1300
430,200,76,3,1,2,700
813,892,74,2,2,3,2600
670,2319,80,3,2,3,2500
364,469,48,2,2,2,1200
800,600,65,2,2,2,1780
180,900,60,3,1,2,950
290,200,65,3,1,1,900
550,900,38,1,1,1,2300
329,900,47,2,1,2,850
900,240,91,3,2,3,3500
250,900,100,3,1,3,1100
340,900,62,3,2,2,1700
250,900,55,2,1,1,1100
300,200,46,2,1,2,1150
490,900,72,3,1,1,1400
564,200,52,2,1,2,3000
817,192,120,3,1,3,1800
520,434,102,3,1,2,1000
280,303,48,2,1,2,800
575,285,70,2,1,2,3200
1200,450,170,3,2,3,5500
490,900,52,2,1,2,900
250,900,45,1,1,2,1200
502,900,65,3,2,2,1650
511,900,64,3,2,3,1800
1150,177,158,3,3,3,3000
310,900,89,2,1,1,1100
491,116,80,3,2,3,2000
0,95,68,2,2,2,3080
811,900,107,3,2,3,1800
350,900,49,2,1,2,900
810,200,56,2,1,2,2300
350,220,70,2,2,2,3200
390,900,61,3,1,2,1310
529,73,55,2,1,2,2600
505,320,72,3,2,2,3100
180,900,43,2,1,1,650
330,900,51,2,1,2,1250
230,900,58,2,1,2,2300
135,900,30,1,1,1,1950
190,900,58,2,1,2,850
570,900,60,2,2,2,2600
250,190,50,2,1,1,1350
390,900,63,3,1,2,1310
341,300,60,3,1,2,990
655,900,78,3,2,3,1600
690,829,65,3,1,2,1800
564,900,64,3,2,2,2350
575,200,65,2,1,2,1800
350,285,45,2,1,1,700
280,900,57,3,1,2,1000
360,900,70,3,1,3,1200
564,900,66,2,1,2,800
187,900,42,2,1,1,900
910,255,90,3,2,3,2800
545,200,56,2,1,2,2000
564,900,82,2,1,2,940
300,900,43,2,2,2,890
350,147,54,2,1,1,900
499,2280,70,3,2,2,2900
394,200,73,2,2,2,2500
200,450,70,3,1,2,1000
780,740,70,3,2,2,2400
740,134,74,2,2,2,3300
468,828,60,3,2,2,1600
600,200,65,2,2,2,1514
250,900,50,3,1,2,750
440,900,49,2,1,2,950
564,900,58,2,1,2,1200
763,179,111,3,2,3,4200
651,900,53,2,1,3,950
350,900,110,3,2,3,700
471,564,63,3,2,2,1600
320,200,62,3,2,2,1700
200,900,48,3,1,2,1000
250,220,48,2,1,1,700
669,200,69,3,2,2,2300
564,900,55,2,1,2,1090
408,200,57,2,1,1,1400
250,900,74,2,2,1,750
350,200,60,2,1,2,1400
600,190,54,2,2,2,2500
430,900,65,3,2,2,1539
607,900,70,2,2,2,1700
282,190,45,2,1,1,1100
737,150,73,3,2,3,2205
848,165,65,2,1,2,2750
70,900,75,2,1,1,730
320,900,68,3,1,2,1000
530,156,78,2,2,1,3300
0,900,63,3,2,2,910
695,2346,120,3,2,3,3165
732,900,78,2,2,3,2100
656,900,58,2,1,1,1509
763,179,111,3,2,3,4200
1060,160,130,3,2,3,2500
994,200,70,3,2,3,2395
560,137,70,2,2,3,2800
448,900,63,3,2,2,809
250,368,58,2,1,1,950
750,900,65,3,2,1,2300
500,220,40,2,1,1,900
500,504,100,3,1,2,1300
650,900,63,2,1,2,2250
850,200,75,3,2,3,3351
1150,177,160,4,3,2,3000
218,900,52,2,1,2,1250
180,900,43,2,1,1,650
1500,554,198,4,2,3,3000
700,1200,66,2,1,2,5500
600,900,66,2,1,2,2600
220,900,50,2,1,1,1000
550,900,64,3,1,3,1100
260,1080,54,2,1,2,2605
540,140,73,3,2,2,2516
500,200,84,3,1,2,1400
200,220,40,2,1,1,850
360,900,72,3,1,2,1309
220,250,70,3,1,2,1100
564,250,60,2,2,1,1300
490,400,65,2,1,2,2600
200,250,40,2,1,2,890
350,250,81,2,2,2,1700
900,250,119,3,2,3,4200
320,250,53,2,1,3,650
327,250,75,3,1,1,1327
300,250,87,3,2,3,800
564,400,50,2,1,2,1600
600,250,70,2,2,3,1700
270,190,45,2,1,1,900
750,200,75,3,2,3,2300
350,200,48,2,1,1,1300
564,250,43,1,1,1,2700
273,200,44,1,1,1,2500
1300,2950,131,3,2,3,6000
900,250,72,2,2,2,4500
564,250,68,3,1,2,1300
678,200,70,2,1,2,1700
250,250,52,2,1,2,750
471,609,64,3,2,2,1600
250,200,70,3,1,2,1100
600,200,62,2,1,2,2200
150,293,57,2,1,2,1300
360,250,77,3,2,2,1300
254,450,55,2,1,1,1000
564,1135,94,3,2,3,1700
340,200,93,3,2,3,1500
123,250,55,3,1,2,1400
345,200,72,2,2,2,2500
346,250,120,3,2,3,1100
908,250,63,2,1,2,3000
765,2156,141,4,3,2,3950
543,100,70,2,2,2,2600
876,1448,112,3,2,3,3500
567,250,48,2,1,1,1500
890,250,57,3,1,2,1100
567,250,82,2,1,1,1550
234,290,71,3,1,2,1200
345,200,54,3,2,2,1400
456,137,80,3,2,3,2600
556,200,65,2,2,2,2000
690,600,62,3,1,2,1100
300,179,111,3,2,3,4200
564,250,72,2,1,2,2600
510,250,115,3,1,3,1750
267,200,62,2,1,2,800
564,250,60,3,1,2,850
564,250,60,2,2,3,2300
320,250,48,2,1,2,1300
1000,200,130,3,2,3,3500
564,0,91,3,4,2,2600
600,190,70,2,1,3,3400
564,0,65,2,1,2,2009
332,200,63,3,2,2,989
530,200,70,3,1,3,900
250,285,50,2,1,1,1300
650,100,85,3,2,3,2500
1000,312,65,2,1,2,4000
564,110,50,2,1,1,890
564,0,50,2,1,2,1709
200,100,50,2,1,1,1250
550,0,65,2,1,2,1700
150,0,46,2,1,1,900
669,200,70,3,1,2,2300
355,0,50,2,1,1,1700
400,0,70,3,1,2,900
564,0,65,4,2,3,1200
164,0,50,2,1,1,650
580,0,65,3,1,2,1020
480,0,37,1,1,1,2400
379,200,53,2,1,2,2500
429,200,62,3,2,2,1700
220,0,49,2,1,2,1000
369,190,65,2,1,1,700
520,200,70,2,2,2,2300
564,0,160,3,2,3,850
548,0,61,2,1,2,2000
475,443,59,2,1,2,1200
203,0,40,2,1,1,950
611,135,81,2,2,3,2600
255,0,48,2,1,1,900
317,200,62,2,1,1,800
564,0,62,3,1,1,1600
491,0,90,3,1,2,1280
180,510,100,3,1,2,1200
564,100,56,2,1,2,890
564,205,39,1,1,1,900
650,0,81,2,1,3,1000
594,671,68,2,2,2,2360
790,927,74,2,1,2,2500
100,190,50,2,2,1,1200
460,103,52,2,1,2,2500
473,200,55,2,2,2,1705
300,850,46,2,1,1,2500
565,127,87,3,2,2,2800
200,0,55,2,2,2,700
0,0,108,2,2,2,2000
180,365,120,3,1,2,900
547,0,106,3,2,3,3300
440,0,52,2,1,2,1100
610,0,64,3,1,3,1100
0,0,50,2,1,2,1709
0,0,70,2,1,2,3600
505,0,72,3,2,2,3000
650,200,65,2,2,1,2000
805,0,70,2,2,3,2500
639,177,68,3,2,2,2700
0,0,40,2,1,1,1409
0,0,48,2,1,1,850
0,0,80,3,1,2,750
391,108,62,3,2,2,1400
208,0,78,2,1,1,700
0,0,74,2,2,1,4900
120,200,102,3,2,3,800
0,0,30,1,1,1,2290
1100,1800,115,3,2,3,5900
218,0,41,2,1,1,950
0,0,68,3,1,2,1300
678,200,70,2,1,2,1700
250,0,52,2,1,2,750
471,609,64,3,2,2,1600
250,200,70,3,1,2,1100
600,200,62,2,1,2,2200
150,293,57,2,1,2,1300
360,0,77,3,2,2,1300
254,450,55,2,1,1,1000
630,1135,94,3,2,3,1700
520,200,93,3,2,3,1500
434,0,55,3,1,2,1400
842,200,72,2,2,2,2500
600,0,120,3,2,3,1100
0,0,63,2,1,2,3000
1079,2156,141,4,3,2,3950
710,100,70,2,2,2,2600
1186,1448,112,3,2,3,3500
278,0,48,2,1,1,1500
300,0,57,3,1,2,1100
550,0,82,2,1,1,1550
300,290,71,3,1,2,1200
320,200,54,3,2,2,1400
600,137,80,3,2,3,2600
471,200,65,2,2,2,2000
360,600,62,3,1,2,1100
763,179,111,3,2,3,4200
600,0,72,2,1,2,2600
510,0,115,3,1,3,1750
267,200,62,2,1,2,800
0,0,60,3,1,2,850
0,0,60,2,2,3,2300
320,0,48,2,1,2,1300
1000,200,130,3,2,3,3500
0,0,91,3,3,2,2600
600,190,70,2,1,3,3400
0,0,65,2,1,2,2009
332,200,63,3,2,2,989
530,200,70,3,1,3,900
250,285,50,2,1,1,1300
650,100,85,3,2,3,2500
1000,312,65,2,1,2,4000
0,110,50,2,1,1,890
0,0,50,2,1,2,1709
200,100,50,2,1,1,1250
550,0,65,2,1,2,1700
150,0,46,2,1,1,900
669,200,70,3,1,2,2300
355,0,50,2,1,1,1700
400,0,70,3,1,2,900
0,0,65,4,2,3,1200
164,0,50,2,1,1,650
580,0,65,3,1,2,1020
480,0,37,1,1,1,2400
379,200,53,2,1,2,2500
429,200,62,3,2,2,1700
220,0,49,2,1,2,1000
369,190,65,2,1,1,700
520,200,70,2,2,2,2300
0,0,160,3,2,3,850
548,0,61,2,1,2,2000
475,443,59,2,1,2,1200
203,0,40,2,1,1,950
611,135,81,2,2,3,2600
255,0,48,2,1,1,900
317,200,62,2,1,1,800
0,0,62,3,1,1,1600
491,0,67,3,1,2,1280
180,510,100,3,1,2,1200
100,100,56,2,1,2,850
0,205,39,1,1,1,900
650,0,81,2,1,3,1000
594,671,68,2,2,2,2360
790,927,74,2,1,2,2500
100,190,50,2,2,1,1200
460,103,52,2,1,2,2500
473,200,55,2,2,2,1705
300,850,46,2,1,1,2500
565,127,87,3,2,2,2800
200,0,55,2,2,2,700
0,0,108,2,2,2,2000
180,365,120,3,1,2,900
547,0,106,3,2,3,3300
440,0,52,2,1,2,1100
610,0,64,3,1,3,1100
0,0,50,2,1,2,1709
0,0,70,2,1,2,3600
505,0,72,3,2,2,3000
650,200,65,2,2,1,2000
805,0,70,2,2,3,2500
639,177,68,3,2,2,2700
0,0,40,2,1,1,1409
0,0,48,2,1,1,850
0,0,80,3,1,2,750
391,108,62,3,2,2,1400
208,0,54,2,1,1,700
0,0,74,2,2,1,4900
784,0,129,3,1,3,1000
0,0,30,1,1,1,2290
0,0,50,1,1,1,809
312,0,60,3,1,2,1405
446,190,45,2,1,2,1000
350,0,71,3,2,2,3000
0,0,50,2,1,1,1800
631,200,68,2,2,3,1550
471,110,65,3,2,2,1800
415,200,55,2,1,2,2250
363,945,72,3,2,2,2600
1150,345,136,3,2,3,5000
0,0,85,3,2,3,900
0,0,90,3,1,2,1500
400,0,100,3,1,2,1300
300,0,75,3,1,2,1200
500,0,80,3,1,2,700
390,0,65,3,1,2,1600
280,463,48,2,1,1,1200
100,100,83,2,1,2,940
250,250,52,2,1,2,850
320,342,48,3,1,2,1000
634,200,70,3,2,2,2100
785,250,68,2,2,2,2600
0,0,60,2,1,1,1009
760,200,60,2,1,2,1300
0,321,56,2,1,2,1300
290,200,50,2,1,1,1100
400,0,90,3,2,3,2300
100,100,65,2,2,2,600
656,285,60,2,1,2,1409
400,0,78,3,2,2,600
250,0,55,2,1,1,1100
200,0,65,3,1,2,1005
370,0,44,2,1,1,1400
100,100,83,2,1,2,940
800,0,84,3,2,3,2800
180,0,60,3,1,2,950
547,0,106,3,2,3,3300
650,120,45,3,1,2,1700
602,0,59,2,2,2,2500
391,858,64,3,1,2,1500
0,250,70,1,1,2,580
130,250,56,2,1,2,655
380,250,55,2,2,2,649
335,200,61,2,1,2,1600
472,619,65,3,2,2,1600
660,856,92,3,1,3,1400
0,250,60,3,2,1,1100
598,699,61,2,1,2,2280
320,250,48,2,1,1,850
612,1357,66,2,1,2,3600
610,250,60,2,2,2,1600
218,250,41,2,1,1,950
0,250,48,2,1,1,850
0,200,60,2,1,1,750
0,400,75,2,1,2,2800
1000,100,65,2,1,2,3000
400,200,65,3,1,3,1600
280,250,56,2,1,1,950
224,250,61,2,1,1,750
650,250,63,1,1,2,1800
608,250,59,2,2,3,2400
100,100,70,2,1,2,800
490,250,72,3,2,2,2800
0,250,55,2,1,2,700
560,250,95,3,1,2,1200
264,200,55,2,2,2,2700
0,250,55,2,1,2,3200
300,250,52,2,2,1,1500
820,1195,101,3,1,2,1300
655,143,68,2,2,2,3500
386,250,48,2,1,1,1500
350,250,55,2,1,1,1850
556,200,53,1,1,1,1800
0,200,57,2,1,2,890
300,200,62,2,1,2,950
588,1104,87,3,2,2,2600
290,250,43,2,2,2,1000
333,250,50,2,1,2,905
230,250,47,2,1,1,1000
310,200,49,2,1,2,1600
407,250,58,2,1,2,1300
500,250,100,3,1,2,1700
0,250,80,3,2,2,2010
0,250,62,3,1,2,1100
120,200,50,2,1,1,1609
230,250,48,2,1,1,900
0,100,50,2,1,1,750
580,250,66,3,2,2,1700
455,250,57,2,2,2,2100
0,250,60,3,1,2,1300
430,200,76,3,1,2,700
813,892,74,2,2,3,2600
670,2319,80,3,2,3,2500
364,469,48,2,2,2,1200
100,100,65,2,2,2,980
180,250,60,3,1,2,950
290,200,65,3,1,1,900
0,250,90,3,2,3,900
0,198,37,1,1,1,750
505,320,72,3,2,2,3100
0,250,45,2,1,1,1080
340,250,62,3,2,2,1700
250,250,55,2,1,1,1100
300,200,46,2,1,2,1150
0,250,72,3,1,1,1400
564,200,52,2,1,2,3000
817,192,120,3,1,3,1800
520,434,102,3,1,2,1000
280,303,48,2,1,2,800
575,285,70,2,1,2,3200
1200,450,170,3,2,3,5500
0,250,52,2,1,2,900
250,250,45,1,1,2,1200
502,0,65,3,2,2,1650
511,0,64,3,2,3,1800
1150,177,158,3,3,3,3000
310,0,89,2,1,1,1100
491,116,80,3,2,3,2000
0,95,68,2,2,2,3080
0,0,32,1,1,1,950
1086,0,126,2,2,3,4650
846,0,79,2,1,2,3000
0,0,68,3,1,2,1300
678,200,70,2,1,2,1700
250,0,52,2,1,2,750
471,609,64,3,2,2,1600
250,200,70,3,1,2,1100
600,200,62,2,1,2,2200
150,293,57,2,1,2,1300
360,0,77,3,2,2,1300
254,450,55,2,1,1,1000
630,1135,94,3,2,3,1700
520,200,93,3,2,3,1500
434,0,55,3,1,2,1400
842,200,72,2,2,2,2500
600,0,120,3,2,3,1100
0,0,63,2,1,2,3000
1079,2156,141,4,3,2,3950
710,100,70,2,2,2,2600
1186,1448,112,3,2,3,3500
278,0,48,2,1,1,1500
300,0,57,3,1,2,1100
550,0,82,2,1,1,1550
300,290,71,3,1,2,1200
320,200,54,3,2,2,1400
600,137,80,3,2,3,2600
471,200,65,2,2,2,2000
360,600,62,3,1,2,1100
763,179,111,3,2,3,4200
600,0,72,2,1,2,2600
510,0,115,3,1,3,1750
267,200,62,2,1,2,800
0,0,60,3,1,2,850
0,0,60,2,2,3,2300
320,0,48,2,1,2,1300
1000,200,130,3,2,3,3500
0,250,91,3,4,2,2600
600,190,70,2,1,3,3400
0,250,65,2,1,2,2009
332,200,63,3,2,2,989
530,200,70,3,1,3,900
250,285,50,2,1,1,1300
650,100,85,3,2,3,2500
1000,312,65,2,1,2,4000
0,110,50,2,1,1,890
0,250,50,2,1,2,1709
200,100,50,2,1,1,1250
550,250,65,2,1,2,1700
150,250,46,2,1,1,900
669,200,70,3,1,2,2300
355,250,50,2,1,1,1700
400,250,70,3,1,2,900
0,250,65,4,2,3,1200
164,250,50,2,1,1,650
580,250,65,3,1,2,1020
480,250,37,1,1,1,2400
379,200,53,2,1,2,2500
429,200,62,3,2,2,1700
220,250,49,2,1,2,1000
369,190,65,2,1,1,700
520,200,70,2,2,2,2300
0,250,160,3,2,3,850
548,250,61,2,1,2,2000
475,443,59,2,1,2,1200
203,250,40,2,1,1,950
611,135,81,2,2,3,2600
255,250,48,2,1,1,900
317,200,62,2,1,1,800
0,250,62,3,1,1,1600
491,250,34,3,1,2,1280
180,510,100,3,1,2,1200
100,100,56,2,1,2,890
0,205,39,1,1,1,900
650,250,81,2,1,3,1000
594,671,68,2,2,2,2360
790,927,74,2,1,2,2500
100,190,50,2,2,1,1200
460,103,52,2,1,2,2500
473,200,55,2,2,2,1705
300,850,46,2,1,1,2500
565,127,87,3,2,2,2800
200,250,55,2,2,2,700
0,250,108,2,2,2,2000
180,365,120,3,1,2,900
547,250,106,3,2,3,3300
440,250,52,2,1,2,1100
610,250,64,3,1,3,1100
0,250,50,2,1,2,1709
0,250,70,2,1,2,3600
505,250,72,3,2,2,3000
650,200,65,2,2,1,2000
805,250,70,2,2,3,2500
639,177,68,3,2,2,2700
0,250,40,2,1,1,1409
0,250,48,2,1,1,850
0,250,80,3,1,2,750
391,108,62,3,2,2,1400
208,250,56,2,1,1,700
0,250,74,2,2,1,4900
256,250,48,2,1,1,660
230,143,48,2,1,1,1000
218,250,40,2,1,1,950
350,250,60,2,2,1,1300
312,250,60,3,1,2,1405
446,190,45,2,1,2,1000
350,250,71,3,2,2,3000
0,250,50,2,1,1,1800
631,200,68,2,2,3,1550
471,110,65,3,2,2,1800
415,200,55,2,1,2,2250
363,945,72,3,2,2,2600
1150,345,136,3,2,3,5000
0,250,85,3,2,3,900
0,250,90,3,1,2,1500
400,250,100,3,1,2,1300
300,250,75,3,1,2,1200
500,250,80,3,1,2,700
390,250,65,3,1,2,1600
280,463,48,2,1,1,1200
100,100,83,2,1,2,940
250,250,52,2,1,2,850
320,342,48,3,1,2,1000
634,200,70,3,2,2,2100
785,250,68,2,2,2,2600
0,250,60,2,1,1,1009
760,200,60,2,1,2,1300
0,321,56,2,1,2,1300
290,200,50,2,1,1,1100
400,250,90,3,2,3,2300
100,100,65,2,2,2,800
656,285,60,2,1,2,1409
400,250,78,3,2,2,600
250,250,55,2,1,1,1100
200,250,65,3,1,2,1005
370,250,44,2,1,1,1400
100,100,83,2,1,2,940
800,250,84,3,2,3,2800
180,250,60,3,1,2,950
547,250,106,3,2,3,3300
650,120,45,3,1,2,1700
602,250,59,2,2,2,2500
391,858,64,3,1,2,1500
0,250,70,1,1,2,580
130,250,56,2,1,2,655
380,250,55,2,2,2,649
335,200,61,2,1,2,1600
472,619,65,3,2,2,1600
660,856,92,3,1,3,1400
0,250,60,3,2,1,1100
598,699,61,2,1,2,2280
320,250,48,2,1,1,850
612,1357,66,2,1,2,3600
610,250,60,2,2,2,1600
218,250,41,2,1,1,950
0,250,48,2,1,1,850
0,200,60,2,1,1,750
0,400,75,2,1,2,2800
1000,100,65,2,1,2,3000
